"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion"
"c6d4eeea-6735-485a-b51f-8f0f2a10b8ac","Fitri Tasya","https://play-lh.googleusercontent.com/a/ACg8ocJupAiZ21uqtjUcAR9zgW5MOPkqhJx41yaV0s9zs3pvFrtLNg=mo","Keren","5","0","2.24.8.85","2024-04-28 18:59:21","","","2.24.8.85"
"640da766-28c9-46c0-970f-6ef23744bc3b","Tri Pwrs28","https://play-lh.googleusercontent.com/a/ACg8ocLcf6hvVJgd8mULEuXmAH0pHsroBX4Pkol6eMCbDHQZnJPR-A=mo","Terima foto yang bukan HD jadi buram gambarnya.","3","0","2.24.8.85","2024-04-28 18:58:19","","","2.24.8.85"
"bfb0d686-b6b3-4a22-b1a4-660eedda178b","Yanto Santoso","https://play-lh.googleusercontent.com/a/ACg8ocJEJEJeZJwTaUPD5SyT9lqcq28NleXsmNKXxE4f5yq_xT3xvg=mo","Sy suka merantau","3","0","2.24.6.77","2024-04-28 18:55:35","","","2.24.6.77"
"36ae0c1c-80ff-4b93-a21a-732e8a26491d","Arya Jelambar","https://play-lh.googleusercontent.com/a/ACg8ocJIjr6bQPZvAENrOenb9k1SMsA29dWCeG99w-Y9vy_JwwJXuA=mo","Kok Sya Gabisa Bru wa ka","5","0","2.24.8.85","2024-04-28 18:50:01","","","2.24.8.85"
"2686bd61-1f75-44a6-b897-14767e800200","Parmi Lala","https://play-lh.googleusercontent.com/a/ACg8ocLLz-4KUz2_UFhu5BK4iLdnoVT6R2YUTiiGy41RnWRfBvPF4w=mo","Sangat baik","5","0","2.24.8.85","2024-04-28 18:48:26","","","2.24.8.85"
"cff04d1f-58d5-44ff-a3b5-80235bb95cd7","Ahmad Riyanto","https://play-lh.googleusercontent.com/a/ACg8ocJgWY3FXQyByk1Mk_Dxag2YtAb1uUp6ApRXFbQ1h98hdwzHfA=mo","Napa WA aku ini","1","0","2.24.8.85","2024-04-28 18:47:22","","","2.24.8.85"
"e23c1642-f1bf-4ebb-8f91-eca50ab79f50","Agus Setya 27P","https://play-lh.googleusercontent.com/a/ACg8ocIb6gZv6_hKGsOqVeP1nWtH_-qYs3MoWjb2PhC2H5ZRmsQc-Q=mo","Good job 🙏","5","0","2.24.1.78","2024-04-28 18:45:01","","","2.24.1.78"
"89c2709f-8ff1-4993-9f11-d82033004cd4","Dia Ginting","https://play-lh.googleusercontent.com/a/ACg8ocKq1YvgedlD7u25cBqf6axUA-ihpaALNf4_S-Wb7hAnENBc2A=mo","Baik","5","0","2.24.8.85","2024-04-28 18:43:49","","","2.24.8.85"
"02299e37-8b2a-4346-8b5e-9762d4d75508","Syarifudin Udin","https://play-lh.googleusercontent.com/a/ACg8ocJ-OxkFa8JN9HZyciP2W9N5R-lnlU04NF-AXHOOn0CY1dpz3Q=mo","Juhhhh","5","0","2.24.8.85","2024-04-28 18:40:29","","","2.24.8.85"
"de0ccf78-c43d-43c9-9391-e3ae1a8fe1e8","Jomblo Keren","https://play-lh.googleusercontent.com/a/ACg8ocK7DaQlQ16xeQx-254G_kZ-EChNCocBeNqFc0BNZSgG9CACYg=mo","Ingin tampilkan lagi whatsApp","5","0","2.24.8.85","2024-04-28 18:39:59","","","2.24.8.85"
"04e140a7-7ab7-42c9-a354-a3cf43a4fd5a","Putra Oleng","https://play-lh.googleusercontent.com/a/ACg8ocLTJBJTF4lvzuRVz7sXT_5DITDqJt_bh_NV4b6EsJdw0BG9dA=mo","Ok","5","0","2.24.8.85","2024-04-28 18:39:07","","","2.24.8.85"
"38dd58d7-5908-4bd1-982b-a97ae3153b33","Bani Riza","https://play-lh.googleusercontent.com/a/ACg8ocIoz6r6-DtTCT4TWEf1l1JfoRLx4ItXba61czOg1uXKoErAgw=mo","Baik","5","0","","2024-04-28 18:35:42","","",""
"453b1299-c403-4fa3-bf3d-0014163f481d","Renaldi Hidayat","https://play-lh.googleusercontent.com/a-/ALV-UjV9o9CWOQnFJNFinLDI2K7hZoYXBORXEa040o-9llwDR9MlkcCJ","ga jelas!!!! skrg status wa orang-orang ngacak, ga sesuai dengan pembaruan status yang baru","1","0","2.24.8.85","2024-04-28 18:33:30","","","2.24.8.85"
"ba5d56f8-c77b-4d63-827d-cb83683be193","Andri Lehang","https://play-lh.googleusercontent.com/a/ACg8ocIDnO1saJa6FOg6s93k3NexBKpVckq5pv7fdy4J7MHYmWXSwg=mo","Frangkyrumondor","5","0","2.24.8.85","2024-04-28 18:27:32","","","2.24.8.85"
"38e0b1b8-03a3-4511-b5d1-a08e13bb8bcf","Mass Loress","https://play-lh.googleusercontent.com/a/ACg8ocLEkWhIUJow4wdjBQL1kwCawclKtlSuDO60aHKuueb1XRM5JA=mo","Knpa Tdak Bisa Update","1","0","2.24.3.81","2024-04-28 18:24:45","","","2.24.3.81"
"d2c8a2ec-517b-489e-9182-db4aea50558a","Rizal Story","https://play-lh.googleusercontent.com/a-/ALV-UjWGLGC8-8SK_NCc6KcYwOsKxcZLiSuqrcWNv_OnUAJnvjoXcVXO","kwalitas status vidio jelek","1","0","2.24.8.85","2024-04-28 18:21:24","","","2.24.8.85"
"5807d8db-29d9-4817-bb75-f407963ceb61","Radit Prayoga","https://play-lh.googleusercontent.com/a/ACg8ocKK2zvg6xf2UXrQWHX4bQrIirTcQ7Cuz9cMJAQYDa1l7gVnQQ=mo","Baik","5","0","2.24.8.85","2024-04-28 18:18:35","","","2.24.8.85"
"23a78163-e88b-4c2a-8553-87006a3530df","Dika Muhamad","https://play-lh.googleusercontent.com/a/ACg8ocJ1RCM5WYlz1HmZf7M8-I2xSiFArvrrw_RZpHqdG5skjEZg4g=mo","Saya membuat status tapi tidak terkirim","1","0","","2024-04-28 18:15:40","","",""
"a2c3ecd0-0a72-4908-855e-82372d32c29c","Joni Saputra","https://play-lh.googleusercontent.com/a-/ALV-UjXUuc9laIN1eyWgyvIMIwoYCZ0acujxWx7sptphcStGbvTh4WU","Aplikasi nya buruk,masak iya akun saya keluar sendiri,minta kode verifikasi dan lain"" versi 2 langkah lah, sedang kan saya tidak ada bikin pin WhatsApp,siap itu nunggu lagi ngak ada juga kode verifikasi nya sampe 12 jam","1","0","2.24.8.85","2024-04-28 18:13:33","","","2.24.8.85"
"e5ba35a1-2149-4a58-82cb-1510f2092bcb","Abdul Wakid","https://play-lh.googleusercontent.com/a/ACg8ocIh4nVPjO8_ZaGs49WT4Gi4gJTfMkyM7oz4JpgmrnujXXUZ1w=mo","Hp saya kena spam terus,,, terimakasih","5","0","2.24.8.85","2024-04-28 18:09:04","","","2.24.8.85"
"0e5987c1-4a40-4f7d-a858-ef7a7e020e92","Dedi Wancono","https://play-lh.googleusercontent.com/a/ACg8ocIOPMtpw80Qrd6cCdOLYiLZUPcYflxsYCOr2QOa-jx-d4txBA=mo","Siip..","5","0","2.24.8.85","2024-04-28 18:03:38","","","2.24.8.85"
"3e7b6f9f-d4c0-4e3f-86e0-219dd8290dbf","Bapakku “ANDI” Andilaoli","https://play-lh.googleusercontent.com/a-/ALV-UjVBzvsFf9E2LPA7To_2GBjfP7lj9ZtcqYKBoBwa9JhYoRsnWz4","ANDI LAOLI","4","0","2.24.8.85","2024-04-28 18:01:53","","","2.24.8.85"
"b1e28a15-8f21-4514-b303-7e7166f3f917","Yurri Vanessa","https://play-lh.googleusercontent.com/a/ACg8ocKpcrIooVGmDq90yh3xhN43lNAoGARxKfo-x6KKCHqTTgflAg=mo","Bagus","5","0","2.24.8.85","2024-04-28 18:01:25","","","2.24.8.85"
"1abf741d-83dc-4622-a107-992a04ceafdb","jalu wicaksana","https://play-lh.googleusercontent.com/a/ACg8ocJIIOYlGWPCboYwCCTjmGFYcRCehIMskO7oxtwijdyu7caJQg=mo","fitur batu belum muncul di perangkat saya","5","0","2.24.8.85","2024-04-28 18:00:39","","","2.24.8.85"
"a03fe26e-8b37-41e2-a070-3094f80b26a2","Suwandi Lahat","https://play-lh.googleusercontent.com/a-/ALV-UjXwNeN3lIaD68c8oymnXAW6x5Hw5DIyFyjB0o8rCd2HQPUqEuY","Slamet","5","0","2.24.8.85","2024-04-28 18:00:11","","","2.24.8.85"
